Product Name,Product Image,Card Effect,Card Name,Card Number,Card Type,Card Subtype,Class,Cost,Defense Value,Finish,Intellect,Life,Pitch Value,Power,Rarity,Set Name,Multi Faced,Card Uri
"Bravo - 1st Edition // Rhinar, Reckless Rampage - 1st Edition",47-1-bravowtr039.jpg // 47-2-rhinar-reckless-rampagewtr001.jpg,"Bravo <br />Action - [2 Resource]: Until end of turn, your attack action cards with cost [3 Resource] or greater gain dominate. Go again (The defending hero can't defend the attack with more than 1 card from their hand.) // Rhinar, Reckless Rampage <br />When you discard a card with 6 or more [Power] during your action phase, intimidate. (Target hero banishes face down a random card from their hand. At the beginning of the end phase, return all cards banished this way to their owners hand.)","Bravo // Rhinar, Reckless Rampage",WTR039 // WTR001,Hero,Young,Brute Guardian,,,1st Edition,4,20 // 40,,,Token,Welcome to Rathe,true,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/bravo-rhinar-reckless-rampage?Language=English
Bravo - 1st Edition // Seismic Surge - 1st Edition,49-1-bravowtr039.jpg // 49-2-seismic-surgewtr075.jpg,"Bravo <br />Action - [2 Resource]: Until end of turn, your attack action cards with cost [3 Resource] or greater gain dominate. Go again (The defending hero can't defend the attack with more than 1 card from their hand.) // Seismic Surge <br />At the beginning of your action phase, destroy // Seismic Surge <br />then the next Guardian attack action card you play this turn costs [1 Resource] less to play.",Bravo // Seismic Surge,WTR039 // WTR075,Hero Token,Aura;Young,Brute Guardian,,,1st Edition,4,20,,,Token,Welcome to Rathe,true,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/bravo-seismic-surge?Language=English
Bravo Unlimited Edition Normal // Romping Club Unlimited Edition Normal,48-1-bravowtr039.jpg // 48-2-romping-clubwtr003.jpg,"Bravo <br />Action - [2 Resource]: Until end of turn, your attack action cards with cost [3 Resource] or greater gain dominate. Go again (The defending hero can't defend the attack with more than 1 card from their hand.) // Romping Club <br />Once per Turn Action - [2 Resource]: Attack <br />Once per Turn Effect - When you discard a card with 6 or more [Power], // Romping Club <br />gains +1 [Power] until end of turn.",Bravo // Romping Club,WTR039 // WTR003,Hero Weapon,Club (2H);Young,Brute Guardian,,,Unlimited Edition Normal,4,20,,4,Token,Welcome to Rathe,true,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/bravo-romping-club?Language=English
"Bravo, Showstopper - 1st Edition // Dorinthea - 1st Edition",51-1-bravo-showstopperwtr038.jpg // 51-2-dorintheawtr114.jpg,"Bravo, Showstopper <br />Action - [2 Resource]: Until end of turn, your attack action cards with cost [3 Resource] or greater gain dominate. Go again (The defending hero can't defend the attack with more than 1 card from their hand.) // Dorinthea <br />Once per Turn Effect - When your weapon attack hits, you may attack an additional time with that weapon this turn.","Bravo, Showstopper // Dorinthea",WTR038 // WTR114,Hero,Young,Guardian Warrior,,,1st Edition,4,20 // 40,,,Token,Welcome to Rathe,true,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/bravo-showstopper-dorinthea?Language=English
"Bravo, Showstopper Unlimited Edition Normal // Dawnblade Unlimited Edition Normal",50-1-bravo-showstopperwtr038.jpg // 50-2-dawnbladewtr115.jpg,"Bravo, Showstopper <br />Action - [2 Resource]: Until end of turn, your attack action cards with cost [3 Resource] or greater gain dominate. Go again (The defending hero can't defend the attack with more than 1 card from their hand.) // Dawnblade <br />Once per Turn Action - [1 Resource]: Attack <br />If // Dawnblade <br />hits, and it's the second time it has hit this turn, put a +1 [Power] counter on // Dawnblade <br />. <br />At the beginning of your end phase, if // Dawnblade <br />did not hit this turn, remove all +1 [Power] counters from // Dawnblade <br />. <br />(All original printings of Bravo, Showstopper // // Dawnblade <br />feature misprinted card text for Bravo, Showstopper.)","Bravo, Showstopper // Dawnblade",WTR038 // WTR115,Hero Weapon,Sword (2H),Guardian Warrior,,,Unlimited Edition Normal,4,40,,3,Token,Welcome to Rathe,true,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/bravo-showstopper-dawnblade?Language=English
"Bravo, Showstopper - 1st Edition // Harmonized Kodachi - 1st Edition",53-1-bravo-showstopperwtr038.jpg // 53-2-harmonized-kodachiwtr078.jpg,"Bravo, Showstopper <br />Action - [2 Resource]: Until end of turn, your attack action cards with cost [3 Resource] or greater gain dominate. Go again (The defending hero can't defend the attack with more than 1 card from their hand.) // Harmonized Kodachi <br />Once per Turn Action - [1 Resource]: Attack <br />If you have a card in your pitch zone with cost 0, // Harmonized Kodachi <br />gains go again.","Bravo, Showstopper // Harmonized Kodachi",WTR038 // WTR078,Hero Weapon,Dagger (1H),Guardian Ninja Warrior,,,1st Edition,4,40,,3,Token,Welcome to Rathe,true,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/bravo-showstopper-harmonized-kodachi?Language=English
"Bravo, Showstopper - 1st Edition // Dorinthea Ironsong - 1st Edition",52-1-bravo-showstopperwtr038.jpg // 52-2-dorinthea-ironsongwtr113.jpg,"Bravo, Showstopper <br />Action - [2 Resource]: Until end of turn, your attack action cards with cost [3 Resource] or greater gain dominate. Go again (The defending hero can't defend the attack with more than 1 card from their hand.) // Dorinthea Ironsong <br />Once per Turn Effect - When your weapon attack hits, you may attack an additional time with that weapon this turn.","Bravo, Showstopper // Dorinthea Ironsong",WTR038 // WTR113,Hero,,Guardian Warrior,,,1st Edition,4,40,,,Token,Welcome to Rathe,true,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/bravo-showstopper-dorinthea-ironsong?Language=English
"Bravo, Showstopper Unlimited Edition Normal // Katsu Unlimited Edition Normal",54-1-bravo-showstopperwtr038.jpg // 54-2-katsuwtr077.jpg,"Bravo, Showstopper <br />Action - [2 Resource]: Until end of turn, your attack action cards with cost [3 Resource] or greater gain dominate. Go again (The defending hero can't defend the attack with more than 1 card from their hand.) // Katsu <br />Once per Turn Effect - When an attack action card you control hits, you may discard a card with cost 0. If you do, search your deck for a card with combo, banish it face up, then shuffle your deck. You may play it this turn.","Bravo, Showstopper // Katsu",WTR038 // WTR077,Hero Weapon,Young,Guardian Ninja Warrior,,,Unlimited Edition Normal,4,20 // 40,,,Token,Welcome to Rathe,true,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/bravo-showstopper-katsu?Language=English
"Bravo, Showstopper - 1st Edition // Katsu, the Wanderer - 1st Edition",55-1-bravo-showstopperwtr038.jpg // 55-2-katsu-the-wandererwtr076.jpg,"Bravo, Showstopper <br />Action - [2 Resource]: Until end of turn, your attack action cards with cost [3 Resource] or greater gain dominate. Go again (The defending hero can't defend the attack with more than 1 card from their hand.) // Katsu, the Wanderer <br />Once per Turn Effect - When an attack action card you control hits, you may discard a card with cost 0. If you do, search your deck for a card with combo, banish it face up, then shuffle your deck. You may play it this turn.","Bravo, Showstopper // Katsu, the Wanderer",WTR038 // WTR076,Hero Weapon,,Guardian Ninja Warrior,,,1st Edition,4,40,,,Token,Welcome to Rathe,true,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/bravo-showstopper-katsu-the-wanderer?Language=English
"Bravo, Showstopper - 1st Edition // Quicken - 1st Edition",56-1-bravo-showstopperwtr038.jpg // 56-2-quickenwtr225.jpg,"Bravo, Showstopper <br />Action - [2 Resource]: Until end of turn, your attack action cards with cost [3 Resource] or greater gain dominate. Go again (The defending hero can't defend the attack with more than 1 card from their hand.) // Quicken <br />(Aura's stay in the arena until they are destroyed.) <br />When you play an attack action card or attack with a weapon, destroy // Quicken <br />and the attack gains go again.","Bravo, Showstopper // Quicken",WTR038 // WTR225,Hero Token,Aura,Generic Guardian,,,1st Edition,4,40,,,Token,Welcome to Rathe,true,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/bravo-showstopper-quicken?Language=English
"Bravo, Showstopper - 1st Edition // Romping Club - 1st Edition",59-1-bravo-showstopperwtr038.jpg // 59-2-romping-clubwtr003.jpg,"Bravo, Showstopper <br />Action - [2 Resource]: Until end of turn, your attack action cards with cost [3 Resource] or greater gain dominate. Go again (The defending hero can't defend the attack with more than 1 card from their hand.) // Romping Club <br />Once per Turn Action - [2 Resource]: Attack <br />Once per Turn Effect - When you discard a card with 6 or more [Power], // Romping Club <br />gains +1 [Power] until end of turn.","Bravo, Showstopper // Romping Club",WTR038 // WTR003,Hero Weapon,Club (2H),Brute Guardian,,,1st Edition,4,40,,4,Token,Welcome to Rathe,true,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/bravo-showstopper-romping-club?Language=English
"Bravo, Showstopper - 1st Edition // Rhinar - 1st Edition",57-1-bravo-showstopperwtr038.jpg // 57-2-rhinarwtr002.jpg,"Bravo, Showstopper <br />Action - [2 Resource]: Until end of turn, your attack action cards with cost [3 Resource] or greater gain dominate. Go again (The defending hero can't defend the attack with more than 1 card from their hand.) // Rhinar <br />When you discard a card with 6 or more [Power] during your action phase, intimidate. (Target hero banishes face down a random card from their hand. At the beginning of the end phase, return all cards banished this way to their owners hand.)","Bravo, Showstopper // Rhinar",WTR038 // WTR002,Hero,Young,Brute Guardian,,,1st Edition,4,20 // 40,,,Token,Welcome to Rathe,true,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/bravo-showstopper-rhinar?Language=English
"Bravo, Showstopper - 1st Edition // Rhinar, Reckless Rampage - 1st Edition",58-1-bravo-showstopperwtr038.jpg // 58-2-rhinar-reckless-rampagewtr001.jpg,"Bravo, Showstopper <br />Action - [2 Resource]: Until end of turn, your attack action cards with cost [3 Resource] or greater gain dominate. Go again (The defending hero can't defend the attack with more than 1 card from their hand.) // Rhinar, Reckless Rampage <br />When you discard a card with 6 or more [Power] during your action phase, intimidate. (Target hero banishes face down a random card from their hand. At the beginning of the end phase, return all cards banished this way to their owners hand.)","Bravo, Showstopper // Rhinar, Reckless Rampage",WTR038 // WTR001,Hero,,Brute Guardian,,,1st Edition,4,40,,,Token,Welcome to Rathe,true,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/bravo-showstopper-rhinar-reckless-rampage?Language=English
"Bravo, Showstopper - 1st Edition // Seismic Surge - 1st Edition",60-1-bravo-showstopperwtr038.jpg // 60-2-seismic-surgewtr075.jpg,"Bravo, Showstopper <br />Action - [2 Resource]: Until end of turn, your attack action cards with cost [3 Resource] or greater gain dominate. Go again (The defending hero can't defend the attack with more than 1 card from their hand.) // Seismic Surge <br />At the beginning of your action phase, destroy // Seismic Surge <br />then the next Guardian attack action card you play this turn costs [1 Resource] less to play.","Bravo, Showstopper // Seismic Surge",WTR038 // WTR075,Hero Token,Aura,Generic Guardian,,,1st Edition,4,40,,,Token,Welcome to Rathe,true,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/bravo-showstopper-seismic-surge?Language=English
Breaking Scales Unlimited Edition Normal,61-1-breaking-scaleswtr080.jpg,"Attack Reaction - Destroy Breaking Scales: Target attack action card with combo gains +1 [Power]. <br />Battleworn (If you defend with Breaking Scales, put a -1 [Defense] counter on it when the combat chain closes.)",Breaking Scales,WTR080,Equipment,Arms,Ninja,,1,Unlimited Edition Normal,,,,,Common,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/breaking-scales?Language=English
Breakneck Battery (Blue) Unlimited Edition Normal,62-1-breakneck-battery-blue-wtr013.jpg,"As an additional cost to play Breakneck Battery, discard a random card. <br />If the discarded card has 6 or more [Power], Breakneck Battery gains go again.",Breakneck Battery (Blue),WTR013,Action,Attack,Brute,2,3,Unlimited Edition Normal,,,3,4,Rare,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/breakneck-battery-blue?Language=English
Breakneck Battery (Red) Unlimited Edition Normal,63-1-breakneck-battery-red-wtr011.jpg,"As an additional cost to play Breakneck Battery, discard a random card. <br />If the discarded card has 6 or more [Power], Breakneck Battery gains go again.",Breakneck Battery (Red),WTR011,Action,Attack,Brute,2,3,Unlimited Edition Normal,,,1,6,Rare,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/breakneck-battery-red?Language=English
Buckling Blow (Blue) Unlimited Edition Normal,65-1-buckling-blow-blue-wtr059.jpg,"Crush - If Buckling Blow deals 4 or more damage to a hero, put a -1 [Defense] counter on an equipment they control.",Buckling Blow (Blue),WTR059,Action,Attack,Guardian,4,3,Unlimited Edition Normal,,,3,6,Common,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/buckling-blow-blue?Language=English
Buckling Blow (Red) Unlimited Edition Normal,66-1-buckling-blow-red-wtr057.jpg,"Crush - If Buckling Blow deals 4 or more damage to a hero, put a -1 [Defense] counter on an equipment they control.",Buckling Blow (Red),WTR057,Action,Attack,Guardian,4,3,Unlimited Edition Normal,,,1,8,Common,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/buckling-blow-red?Language=English
Buckling Blow (Yellow) Unlimited Edition Normal,67-1-buckling-blow-yellow-wtr058.jpg,"Crush - If Buckling Blow deals 4 or more damage to a hero, put a -1 [Defense] counter on an equipment they control.",Buckling Blow (Yellow),WTR058,Action,Attack,Guardian,4,3,Unlimited Edition Normal,,,2,7,Common,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/buckling-blow-yellow?Language=English
Breakneck Battery (Yellow) Unlimited Edition Normal,64-1-breakneck-battery-yellow-wtr012.jpg,"As an additional cost to play Breakneck Battery, discard a random card. <br />If the discarded card has 6 or more [Power], Breakneck Battery gains go again.",Breakneck Battery (Yellow),WTR012,Action,Attack,Brute,2,3,Unlimited Edition Normal,,,2,5,Rare,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/breakneck-battery-yellow?Language=English
Cartilage Crush (Red) Unlimited Edition Normal,69-1-cartilage-crush-red-wtr060.jpg,"Crush - If Cartilage Crush deals 4 or more damage to a hero, their first action during their next turn costs an additional [1 Resource] to play.",Cartilage Crush (Red),WTR060,Action,Attack,Guardian,3,3,Unlimited Edition Normal,,,1,7,Common,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/cartilage-crush-red?Language=English
Cartilage Crush (Blue) Unlimited Edition Normal,68-1-cartilage-crush-blue-wtr062.jpg,"Crush - If Cartilage Crush deals 4 or more damage to a hero, their first action during their next turn costs an additional [1 Resource] to play.",Cartilage Crush (Blue),WTR062,Action,Attack,Guardian,3,3,Unlimited Edition Normal,,,3,5,Common,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/cartilage-crush-blue?Language=English
Cartilage Crush (Yellow) Unlimited Edition Normal,70-1-cartilage-crush-yellow-wtr061.jpg,"Crush - If Cartilage Crush deals 4 or more damage to a hero, their first action during their next turn costs an additional [1 Resource] to play.",Cartilage Crush (Yellow),WTR061,Action,Attack,Guardian,3,3,Unlimited Edition Normal,,,2,6,Common,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/cartilage-crush-yellow?Language=English
Crazy Brew Unlimited Edition Normal,73-1-crazy-brewwtr162.jpg,"Action - Destroy Crazy Brew: Roll a 6 sided die. On; <br />• 1-2 - Lose 2 [Life]. Go again <br />• 3-4 - Gain 2 [Life]. Go again <br />• 5-6 - Gain [2 Resource], gain 2 action points, and your next attack this turn gains +2 [Power].",Crazy Brew,WTR162,Action,Item,Generic,0,,Unlimited Edition Normal,,,3,,Super Rare,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/crazy-brew?Language=English
Cracked Bauble Unlimited Edition Normal,71-1-cracked-baublewtr224.jpg,(Cracked Bauble exists to support booster draft and sealed deck formats. A player may add any number of Cracked Bauble to their card pool. Typically a player would only do this if they did not have enough legally playable cards to make a 30 card minimum deck.),Cracked Bauble,WTR224,Resource,Aura,Generic,,,Unlimited Edition Normal,,,2,,Token,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/cracked-bauble?Language=English
Crippling Crush ,74-1-crippling-crushwtr043.jpg,Bravo Specialization (You may only have Crippling Crush in your deck if your hero is Bravo.) <br />Crush,Crippling Crush,WTR043,Action,Attack,Guardian,7,3,1st Edition,,,1,11,Majestic,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/crippling-crush?Language=English
Cranial Crush Unlimited Edition Normal,72-1-cranial-crushwtr045.jpg,"Crush - If Cranial Crush deals 4 or more damage to a hero, they can't draw cards during their next action phase.",Cranial Crush,WTR045,Action,Attack,Guardian,6,3,Unlimited Edition Normal,,,3,8,Super Rare,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/cranial-crush?Language=English
Crush Confidence (Red) Unlimited Edition Normal,76-1-crush-confidence-red-wtr063.jpg,"Crush - If Crush Confidence deals 4 or more damage to a hero, they lose all hero card effects and activated abilities until the end of their next turn. (Treat the hero card as if the text box is empty.)",Crush Confidence (Red),WTR063,Action,Attack,Guardian,3,3,Unlimited Edition Normal,,,1,7,Common,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/crush-confidence-red?Language=English
Crush Confidence (Blue) Unlimited Edition Normal,75-1-crush-confidence-blue-wtr065.jpg,"Crush - If Crush Confidence deals 4 or more damage to a hero, they lose all hero card effects and activated abilities until the end of their next turn. (Treat the hero card as if the text box is empty.)",Crush Confidence (Blue),WTR065,Action,Attack,Guardian,3,3,Unlimited Edition Normal,,,3,5,Common,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/crush-confidence-blue?Language=English
Crush Confidence (Yellow) Unlimited Edition Normal,77-1-crush-confidence-yellow-wtr064.jpg,"Crush - If Crush Confidence deals 4 or more damage to a hero, they lose all hero card effects and activated abilities until the end of their next turn. (Treat the hero card as if the text box is empty.)",Crush Confidence (Yellow),WTR064,Action,Attack,Guardian,3,3,Unlimited Edition Normal,,,2,6,Common,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/crush-confidence-yellow?Language=English
Dawnblade - 1st Edition // Dorinthea - 1st Edition,78-1-dawnbladewtr115.jpg // 78-2-dorintheawtr114.jpg,"Dawnblade <br />Once per Turn Action - [1 Resource]: Attack <br />If Dawnblade hits, and it's the second time it has hit this turn, put a +1 [Power] counter on Dawnblade. <br />At the beginning of your end phase, if Dawnblade did not hit this turn, remove all +1 [Power] counters from Dawnblade. // Dorinthea <br />Once per Turn Effect - When your weapon attack hits, you may attack an additional time with that weapon this turn.",Dawnblade // Dorinthea,WTR115 // WTR114,Hero Weapon,Sword (2H);Young,Warrior,,,1st Edition,4,20,,3,Token,Welcome to Rathe,true,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/dawnblade-dorinthea?Language=English
Dawnblade - 1st Edition // Dorinthea Ironsong - 1st Edition,79-1-dawnbladewtr115.jpg // 79-2-dorinthea-ironsongwtr113.jpg,"Dawnblade <br />Once per Turn Action - [1 Resource]: Attack <br />If Dawnblade hits, and it's the second time it has hit this turn, put a +1 [Power] counter on Dawnblade. <br />At the beginning of your end phase, if Dawnblade did not hit this turn, remove all +1 [Power] counters from Dawnblade. // Dorinthea Ironsong <br />Once per Turn Effect - When your weapon attack hits, you may attack an additional time with that weapon this turn.",Dawnblade // Dorinthea Ironsong,WTR115 // WTR113,Hero Weapon,Sword (2H),Warrior,,,1st Edition,4,20,,3,Token,Welcome to Rathe,true,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/dawnblade-dorinthea-ironsong?Language=English
Dawnblade - 1st Edition // Harmonized Kodachi - 1st Edition,80-1-dawnbladewtr115.jpg // 80-2-harmonized-kodachiwtr078.jpg,"Dawnblade <br />Once per Turn Action - [1 Resource]: Attack <br />If Dawnblade hits, and it's the second time it has hit this turn, put a +1 [Power] counter on Dawnblade. <br />At the beginning of your end phase, if Dawnblade did not hit this turn, remove all +1 [Power] counters from Dawnblade. // Harmonized Kodachi <br />Once per Turn Action - [1 Resource]: Attack <br />If you have a card in your pitch zone with cost 0, // Harmonized Kodachi <br />gains go again.",Dawnblade // Harmonized Kodachi,WTR115 // WTR078,Weapon,Dagger (1H);Sword (2H),Ninja Warrior,,,1st Edition,,,,3 // 1,Token,Welcome to Rathe,true,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/dawnblade-harmonized-kodachi?Language=English
Dawnblade - 1st Edition // Katsu - 1st Edition,81-1-dawnbladewtr115.jpg // 81-2-katsuwtr077.jpg,"Dawnblade <br />Once per Turn Action - [1 Resource]: Attack <br />If Dawnblade hits, and it's the second time it has hit this turn, put a +1 [Power] counter on Dawnblade. <br />At the beginning of your end phase, if Dawnblade did not hit this turn, remove all +1 [Power] counters from Dawnblade. // Katsu <br />Once per Turn Effect - When an attack action card you control hits, you may discard a card with cost 0. If you do, search your deck for a card with combo, banish it face up, then shuffle your deck. You may play it this turn.",Dawnblade // Katsu,WTR115 // WTR077,Hero Weapon,Sword (2H);Young,Ninja Warrior,,,1st Edition,4,40,,3,Token,Welcome to Rathe,true,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/dawnblade-katsu?Language=English
"Dawnblade - 1st Edition // Katsu, the Wanderer - 1st Edition",82-1-dawnbladewtr115.jpg // 82-2-katsu-the-wandererwtr076.jpg,"Dawnblade <br />Once per Turn Action - [1 Resource]: Attack <br />If Dawnblade hits, and it's the second time it has hit this turn, put a +1 [Power] counter on Dawnblade. <br />At the beginning of your end phase, if Dawnblade did not hit this turn, remove all +1 [Power] counters from Dawnblade. // Katsu, the Wanderer <br />Once per Turn Effect - When an attack action card you control hits, you may discard a card with cost 0. If you do, search your deck for a card with combo, banish it face up, then shuffle your deck. You may play it this turn.","Dawnblade // Katsu, the Wanderer",WTR115 // WTR076,Hero Weapon,Sword (2H),Ninja Warrior,,,1st Edition,4,40,,3,Token,Welcome to Rathe,true,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/dawnblade-katsu-the-wanderer?Language=English
Dawnblade - 1st Edition // Rhinar - 1st Edition,84-1-dawnbladewtr115.jpg // 84-2-rhinarwtr002.jpg,"Dawnblade <br />Once per Turn Action - [1 Resource]: Attack <br />If Dawnblade hits, and it's the second time it has hit this turn, put a +1 [Power] counter on Dawnblade. <br />At the beginning of your end phase, if Dawnblade did not hit this turn, remove all +1 [Power] counters from Dawnblade. // Rhinar <br />When you discard a card with 6 or more [Power] during your action phase, intimidate. (Target hero banishes face down a random card from their hand. At the beginning of the end phase, return all cards banished this way to their owners hand.)",Dawnblade // Rhinar,WTR115 // WTR002,Hero Weapon,Aura;Sword (2H);Young,Brute Warrior,,,1st Edition,4,20,,3,Token,Welcome to Rathe,true,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/dawnblade-rhinar?Language=English
Dawnblade Unlimited Edition Normal // Quicken Unlimited Edition Normal,83-1-dawnbladewtr115.jpg // 83-2-quickenwtr225.jpg,"Dawnblade <br />Once per Turn Action - [1 Resource]: Attack <br />If Dawnblade hits, and it's the second time it has hit this turn, put a +1 [Power] counter on Dawnblade. <br />At the beginning of your end phase, if Dawnblade did not hit this turn, remove all +1 [Power] counters from Dawnblade. // Quicken <br />(Aura's stay in the arena until they are destroyed.) <br />When you play an attack action card or attack with a weapon, destroy // Quicken <br />and the attack gains go again.",Dawnblade // Quicken,WTR115 // WTR225,Token Weapon,Aura;Sword (2H),Generic Warrior,,,Unlimited Edition Normal,,,,3,Token,Welcome to Rathe,true,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/dawnblade-quicken?Language=English
"Dawnblade - 1st Edition // Rhinar, Reckless Rampage - 1st Edition",85-1-dawnbladewtr115.jpg // 85-2-rhinar-reckless-rampagewtr001.jpg,"Dawnblade <br />Once per Turn Action - [1 Resource]: Attack <br />If Dawnblade hits, and it's the second time it has hit this turn, put a +1 [Power] counter on Dawnblade. <br />At the beginning of your end phase, if Dawnblade did not hit this turn, remove all +1 [Power] counters from Dawnblade. // Rhinar, Reckless Rampage <br />When you discard a card with 6 or more [Power] during your action phase, intimidate. (Target hero banishes face down a random card from their hand. At the beginning of the end phase, return all cards banished this way to their owners hand.)","Dawnblade // Rhinar, Reckless Rampage",WTR115 // WTR001,Hero Weapon,Aura;Sword (2H),Brute Warrior,,,1st Edition,4,40,,3,Token,Welcome to Rathe,true,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/dawnblade-rhinar-reckless-rampage?Language=English
Dawnblade - 1st Edition // Seismic Surge - 1st Edition,87-1-dawnbladewtr115.jpg // 87-2-seismic-surgewtr075.jpg,"Dawnblade <br />Once per Turn Action - [1 Resource]: Attack <br />If Dawnblade hits, and it's the second time it has hit this turn, put a +1 [Power] counter on Dawnblade. <br />At the beginning of your end phase, if Dawnblade did not hit this turn, remove all +1 [Power] counters from Dawnblade. // Seismic Surge <br />At the beginning of your action phase, destroy // Seismic Surge <br />then the next Guardian attack action card you play this turn costs [1 Resource] less to play.",Dawnblade // Seismic Surge,WTR115 // WTR075,Token Weapon,Aura;Sword (2H),Brute Warrior,,,1st Edition,,,,3,Token,Welcome to Rathe,true,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/dawnblade-seismic-surge?Language=English
Dawnblade - 1st Edition // Romping Club - 1st Edition,86-1-dawnbladewtr115.jpg // 86-2-romping-clubwtr003.jpg,"Dawnblade <br />Once per Turn Action - [1 Resource]: Attack <br />If Dawnblade hits, and it's the second time it has hit this turn, put a +1 [Power] counter on Dawnblade. <br />At the beginning of your end phase, if Dawnblade did not hit this turn, remove all +1 [Power] counters from Dawnblade. // Romping Club <br />Once per Turn Action - [2 Resource]: Attack <br />Once per Turn Effect - When you discard a card with 6 or more [Power], // Romping Club <br />gains +1 [Power] until end of turn.",Dawnblade // Romping Club,WTR115 // WTR003,Weapon,Club (2H);Sword (2H),Brute Warrior,,,1st Edition,,,,3 // 4,Token,Welcome to Rathe,true,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/dawnblade-romping-club?Language=English
Debilitate (Blue) Unlimited Edition Normal,88-1-debilitate-blue-wtr068.jpg,"Crush - If Debilitate deals 4 or more damage to a hero, their first attack during their next turn has -2 [Power].",Debilitate (Blue),WTR068,Action,Attack,Guardian,4,3,Unlimited Edition Normal,,,3,6,Common,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/debilitate-blue?Language=English
Debilitate (Yellow) Unlimited Edition Normal,90-1-debilitate-yellow-wtr067.jpg,"Crush - If Debilitate deals 4 or more damage to a hero, their first attack during their next turn has -2 [Power].",Debilitate (Yellow),WTR067,Action,Attack,Guardian,4,3,Unlimited Edition Normal,,,2,7,Common,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/debilitate-yellow?Language=English
Demolition Crew (Blue) Unlimited Edition Normal,91-1-demolition-crew-blue-wtr181.jpg,"As an additional cost to play Demolition Crew, reveal a card in your hand with cost [2 Resource] or greater. <br />Dominate (The defending hero can't defend Demolition Crew with more than 1 card from their hand.)",Demolition Crew (Blue),WTR181,Action,Attack,Generic,2,2,Unlimited Edition Normal,,,3,4,Common,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/demolition-crew-blue?Language=English
